"Name";"ReleaseDate";"Action";"Adventure";"Children";"Comedy";"Crime";"Documentary";"Drama";"Fantasy";"Noir";"Horror";"Musical";"Mystery";"Romance";"SciFi";"Thriller";"War";"Western";"AvgRating";"Watches"
"230";"Eat Drink Man Woman (1994)";1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4.08;346
"231";"Exotica (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.61;235
"232";"Exit to Eden (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.22;147
"233";"Ed Wood (1994)";1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.7;927
"234";"French Kiss (1995)";1995;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.3;326
"235";"Forget Paris (1995)";1995;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.97;257
"236";"Far From Home: The Adventures of Yellow Dog (1995)";1995;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.81;32
"237";"Goofy Movie, A (1995)";1995;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.88;168
"238";"Hideaway (1995)";1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.71;45
"239";"Fluke (1995)";1995;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.31;29
"240";"Farinelli: il castrato (1994)";1994;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3.5;80
"241";"Gordy (1995)";1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.1;10
"242";"Gumby: The Movie (1995)";1995;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.9;10
"243";"Glass Shield, The (1994)";1994;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;11
"244";"Hoop Dreams (1994)";1994;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.19;716
"245";"Heavenly Creatures (1994)";1994;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;3.87;477
"246";"Houseguest (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.91;138
"247";"Immortal Beloved (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.76;261
"248";"Heavyweights (1994)";1994;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;30
"249";"Hunted, The (1995)";1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.28;18
"250";"I.Q. (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.27;367
"251";"Interview with the Vampire (1994)";1994;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3.52;738
"252";"Jefferson in Paris (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.08;38
"253";"Jerky Boys, The (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.06;66
"254";"Junior (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2.65;218
"255";"Just Cause (1995)";1995;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.23;114
"256";"Kid in King Arthur's Court, A (1995)";1995;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;2.42;144
"257";"Kiss of Death (1995)";1995;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;2.84;102
"258";"Star Wars: Episode IV - A New Hope (1977)";1977;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;4.45;2991
"259";"Little Women (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.65;285
"260";"Little Princess, A (1995)";1995;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.87;172
"261";"Ladybird Ladybird (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.86;28
"262";"Enfer, L' (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.2;5
"263";"Like Water for Chocolate (Como agua para chocolate) (1992)";1992;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.93;772
"264";"Legends of the Fall (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;3.43;705
"265";"Major Payne (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.73;140
"266";"Little Odessa (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.37;54
"267";"My Crazy Life (Mi vida loca) (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.53;55
"268";"Love Affair (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.04;79
"269";"Losing Isaiah (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.14;63
"270";"Madness of King George, The (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.73;383
"271";"Mary Shelley's Frankenstein (1994)";1994;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2.9;244
"272";"Man of the House (1995)";1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.38;24
"273";"Mixed Nuts (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.54;80
"274";"Milk Money (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.69;228
"275";"Miracle on 34th Street (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.18;170
"276";"Miami Rhapsody (1995)";1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.75;40
"277";"My Family (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.72;46
"278";"Murder in the First (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.57;212
"279";"Nobody's Fool (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.65;233
"280";"Nell (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.22;215
"281";"New Jersey Drive (1995)";1995;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;18
"282";"New York Cop (1996)";1996;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
"283";"Beyond Bedlam (1993)";1993;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3.5801;0
"284";"Nemesis 2: Nebula (1995)";1995;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;1
"285";"Nina Takes a Lover (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.9;21
"286";"Natural Born Killers (1994)";1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.14;700
"287";"Only You (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.34;158
"288";"Once Were Warriors (1994)";1994;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.92;168
"289";"Poison Ivy II (1995)";1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.21;48
"290";"Outbreak (1995)";1995;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.27;733
"291";"Professional, The (a.k.a. Leon: The Professional) (1994)";1994;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;4.11;923
"292";"Perez Family, The (1995)";1995;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.1;42
"293";"Pyromaniac's Love Story, A (1995)";1995;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.76;29
"294";"Pulp Fiction (1994)";1994;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4.28;2171
"295";"Panther (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.11;28
"296";"Pushing Hands (1992)";1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.91;23
"297";"Priest (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.66;143
"298";"Quiz Show (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.76;705
"299";"Picture Bride (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.3;43
"300";"Queen Margot (La Reine Margot) (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.81;86
"301";"Quick and the Dead, The (1995)";1995;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.98;418
"302";"Roommates (1995)";1995;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.14;35
"303";"Ready to Wear (Pret-A-Porter) (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;127
"304";"Three Colors: Red (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.23;334
"305";"Three Colors: Blue (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.1;243
"306";"Three Colors: White (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.97;202
"307";"Red Firecracker, Green Firecracker (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.69;48
"308";"Rent-a-Kid (1995)";1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.67;6
"309";"Relative Fear (1994)";1994;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3;1
"310";"Stuart Saves His Family (1995)";1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.44;112
"311";"Swan Princess, The (1994)";1994;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.89;54
"312";"Secret of Roan Inish, The (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.85;300
"313";"Specialist, The (1994)";1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.65;153
"314";"Stargate (1994)";1994;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.49;1116
"315";"Santa Clause, The (1994)";1994;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3.19;641
"316";"Shawshank Redemption, The (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.55;2227
"317";"Shallow Grave (1994)";1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.89;273
"318";"Suture (1993)";1993;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3.41;32
"319";"Strawberry and Chocolate (Fresa y chocolate) (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.75;61
"320";"Swimming with Sharks (1995)";1995;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.71;209
"321";"Sum of Us, The (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.97;33
"322";"National Lampoon's Senior Trip (1995)";1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.45;49
"323";"To Live (Huozhe) (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.34;61
"324";"Tank Girl (1995)";1995;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;2.61;358
"325";"Tales From the Crypt Presents: Demon Knight (1995)";1995;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.11;144
"326";"Star Trek: Generations (1994)";1994;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.38;990
"327";"Tales from the Hood (1995)";1995;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2.73;149
"328";"Tom & Viv (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.1;21
"329";"Village of the Damned (1995)";1995;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.55;161
"330";"Tommy Boy (1995)";1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;410
"331";"Vanya on 42nd Street (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.86;114
"332";"Underneath, The (1995)";1995;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.49;41
"333";"Walking Dead, The (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2.68;19
"334";"What's Eating Gilbert Grape (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.84;693
"335";"Virtuosity (1995)";1995;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2.88;221
"336";"While You Were Sleeping (1995)";1995;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.5;673
"337";"War, The (1994)";1994;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.27;84
"338";"Double Happiness (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.84;31
"339";"Muriel's Wedding (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.68;518
"340";"Baby-Sitters Club, The (1995)";1995;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.43;42
"341";"Ace Ventura: Pet Detective (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.15;766
"342";"Adventures of Priscilla, Queen of the Desert, The (1994)";1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.81;469
"343";"Backbeat (1993)";1993;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3.53;120
"344";"Bitter Moon (1992)";1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.17;46
"345";"Bullets Over Broadway (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.7;455
"346";"Clear and Present Danger (1994)";1994;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.73;1059
"347";"Client, The (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;3.39;515
"348";"Corrina, Corrina (1994)";1994;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.34;257
"349";"Crooklyn (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.13;119
"350";"Crow, The (1994)";1994;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3.45;734
"351";"Cobb (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.18;67
"352";"Flintstones, The (1994)";1994;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.35;267
"353";"Forrest Gump (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;4.09;2194
"354";"Four Weddings and a Funeral (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.74;1233
"355";"Higher Learning (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.17;141
"356";"I Like It Like That (1994)";1994;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.21;19
"357";"I Love Trouble (1994)";1994;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;127
"358";"It Could Happen to You (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.42;268
"359";"Jungle Book, The (1994)";1994;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.36;239
"360";"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)";1993;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.26;62
"361";"Lion King, The (1994)";1994;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.86;1121
"362";"Little Buddha (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.17;71
"363";"Wes Craven's New Nightmare (1994)";1994;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.82;251
"364";"Mask, The (1994)";1994;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;3.28;1179
"365";"Maverick (1994)";1994;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3.52;802
"366";"Mrs. Parker and the Vicious Circle (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.31;58
"367";"Naked Gun 33 1/3: The Final Insult (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9;412
"368";"Paper, The (1994)";1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.18;212
"369";"Reality Bites (1994)";1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.15;428
"370";"Red Rock West (1992)";1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.86;258
"371";"Richie Rich (1994)";1994;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.11;183
"372";"Safe Passage (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.29;17
"373";"River Wild, The (1994)";1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.25;350
"374";"Speed (1994)";1994;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3.57;1650
"375";"Speechless (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.89;140
"376";"Timecop (1994)";1994;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.89;436
"377";"True Lies (1994)";1994;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.63;1400
"378";"When a Man Loves a Woman (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.26;211
"379";"Wolf (1994)";1994;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2.93;272
"380";"Wyatt Earp (1994)";1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.27;270
"381";"Bad Company (1995)";1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9;40
"382";"Man of No Importance, A (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.4;10
"383";"S.F.W. (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.6;30
"384";"Low Down Dirty Shame, A (1994)";1994;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.75;102
"385";"Boys Life (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.64;97
"386";"Colonel Chabert, Le (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;3.7;20
"387";"Faster Pussycat! Kill! Kill! (1965)";1965;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.54;59
"388";"Jason's Lyric (1994)";1994;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.28;40
"389";"Secret Adventures of Tom Thumb, The (1993)";1993;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;25
"390";"Street Fighter (1994)";1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.86;105
"391";"Coldblooded (1995)";1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.67;18
"392";"Desert Winds (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"393";"Fall Time (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1
"394";"Fear, The (1995)";1995;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.42;12
"395";"Frank and Ollie (1995)";1995;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;1
"396";"Girl in the Cadillac (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"397";"Homage (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"398";"Mirage (1995)";1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2
"399";"Open Season (1996)";1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
"400";"Two Crimes (1995)";1995;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"401";"Brother Minister: The Assassination of Malcolm X (1994)";1994;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.75;4
"402";"Highlander III: The Sorcerer (1994)";1994;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.12;203
"403";"Federal Hill (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.63;8
"404";"In the Mouth of Madness (1995)";1995;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.91;193
"405";"8 Seconds (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.32;72
"406";"Above the Rim (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.02;49
"407";"Addams Family Values (1993)";1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.91;463
"408";"You So Crazy (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.62;13
"409";"Age of Innocence, The (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.56;295
"410";"Airheads (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.53;245
"411";"Air Up There, The (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.66;90
"412";"Another Stakeout (1993)";1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2.48;179
"413";"Bad Girls (1994)";1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.43;89
"414";"Barcelona (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.49;208
"415";"Being Human (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.52;29
"416";"Beverly Hillbillies, The (1993)";1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.19;156
"417";"Beverly Hills Cop III (1994)";1994;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.51;352
"418";"Black Beauty (1994)";1994;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.36;94
"419";"Blink (1994)";1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.12;57
"420";"Blown Away (1994)";1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.11;221
"421";"Blue Chips (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.6;75
"422";"Blue Sky (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.61;105
"423";"Body Snatchers (1993)";1993;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;3.08;269
"424";"Boxing Helena (1993)";1993;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;2.37;166
"425";"Bronx Tale, A (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.93;263
"426";"Cabin Boy (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.38;187
"427";"Calendar Girl (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.42;24
"428";"Carlito's Way (1993)";1993;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.69;369
"429";"City Slickers II: The Legend of Curly's Gold (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2.58;392
"430";"Clean Slate (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.79;48
"431";"Cliffhanger (1993)";1993;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3.08;686
"432";"Coneheads (1993)";1993;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2.61;533
"433";"Color of Night (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2.65;141
"434";"Cops and Robbersons (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.05;64
"435";"Cowboy Way, The (1994)";1994;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.63;152
"436";"Dangerous Game (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.5;2
"437";"Dave (1993)";1993;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.81;948
"438";"Dazed and Confused (1993)";1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.69;643
"439";"Demolition Man (1993)";1993;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.99;640
"440";"Endless Summer 2, The (1994)";1994;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.39;31
"441";"Even Cowgirls Get the Blues (1993)";1993;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.3;81
"442";"Fatal Instinct (1993)";1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.61;100
"443";"Farewell My Concubine (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4.08;254
"444";"Favor, The (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.48;31
"445";"Fearless (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.6;228
"446";"Fear of a Black Hat (1993)";1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.66;71
"447";"With Honors (1994)";1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.28;228
"448";"Flesh and Bone (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;3.15;106
"449";"Widows' Peak (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.29;38
"450";"For Love or Money (1993)";1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.22;67
"451";"Firm, The (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.55;824
"452";"Free Willy (1993)";1993;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.59;285
"453";"Fresh (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;93
"454";"Fugitive, The (1993)";1993;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4.1;1995
"455";"Geronimo: An American Legend (1993)";1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3.28;87
"456";"Getaway, The (1994)";1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.83;143
"457";"Getting Even with Dad (1994)";1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.26;38
"458";"Go Fish (1994)";1994;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.28;86
"459";"Good Man in Africa, A (1994)";1994;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.64;28
"460";"Guilty as Sin (1993)";1993;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;2.74;47
